,Order,PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
651,652,535353240,SC60,RL,78.0,11419,2,None,4,Lvl,4,Corner,3,NAmes,Artery,Norm,1Fam,2Story,7,7,1948,1999,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,1,5,699.0,1,0.0,0.0,699.0,GasA,5,Y,FuseA,801,726,0,1527,1.0,0.0,1,1,3,1,3,6,8,1,4,Attchd,1948.0,Unf,2.0,410.0,3,3,2,0,0,134,0,0,0,0,GdWo,No,0,Dec,2009,WD ,Normal,152500
652,653,535354070,SC20,RL,60.0,9600,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,4,390.0,1,0.0,810.0,1200.0,GasA,3,Y,SBrkr,1200,0,0,1200,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1950.0,Fin,1.0,246.0,3,3,2,126,0,0,0,0,0,0,GdWo,No,0,Aug,2009,WD ,Normal,129900
653,654,535354100,SC20,RL,50.0,8000,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,0,5,680.0,1,0.0,292.0,972.0,GasA,5,Y,SBrkr,972,0,0,972,1.0,0.0,1,0,2,1,3,5,8,1,4,Detchd,1948.0,Unf,1.0,240.0,3,3,2,0,0,0,0,0,0,0,No,No,0,May,2009,WD ,Normal,132000
654,655,535375010,SC20,RL,53.0,5470,2,None,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,792.0,792.0,GasA,4,Y,FuseA,792,0,0,792,0.0,0.0,1,0,2,1,3,4,8,0,0,Attchd,1958.0,Unf,1.0,366.0,2,3,2,0,90,0,0,0,0,0,No,No,0,Aug,2009,WD ,Normal,99900
655,656,535375050,SC50,RL,60.0,10410,2,None,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,0,1,0.0,1,0.0,660.0,660.0,GasA,5,Y,SBrkr,808,704,144,1656,0.0,0.0,2,1,3,1,3,8,6,0,0,Detchd,1916.0,Unf,1.0,180.0,2,2,0,0,0,0,140,0,0,0,MnPrv,No,0,Aug,2009,WD ,Normal,135000
656,657,535376060,SC60,RL,60.0,10800,2,None,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,7,1939,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,0,1,0.0,1,0.0,676.0,676.0,GasA,5,Y,SBrkr,676,676,0,1352,0.0,1.0,2,0,4,1,4,7,8,0,0,Detchd,1939.0,Unf,2.0,720.0,3,3,2,187,0,128,0,0,0,0,No,No,0,Aug,2009,WD ,Normal,149000
657,658,535377150,SC70,RL,80.0,8146,2,None,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,BrkTil,2,3,0,1,0.0,1,0.0,405.0,405.0,GasA,4,Y,SBrkr,717,322,0,1039,0.0,0.0,1,0,2,1,3,6,8,0,0,Detchd,1940.0,Unf,1.0,281.0,3,3,0,0,0,168,0,111,0,0,No,No,0,May,2009,WD ,Normal,114000
658,659,535378020,SC30,RL,52.0,9022,2,None,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,BrkTil,3,3,0,1,0.0,1,0.0,768.0,768.0,GasA,5,Y,SBrkr,792,0,0,792,0.0,0.0,1,0,2,1,4,5,8,0,0,Detchd,1924.0,Unf,1.0,240.0,2,2,0,316,0,120,0,0,0,0,No,No,0,May,2009,WD ,Normal,109500
659,660,535378120,SC30,RL,60.0,10230,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,1054.0,1054.0,GasA,5,Y,SBrkr,1078,0,0,1078,0.0,0.0,1,0,3,1,5,6,8,0,0,Detchd,1987.0,Unf,1.0,264.0,3,3,0,0,0,0,0,112,0,0,GdWo,No,0,Dec,2009,WD ,Normal,125000
660,661,535381040,SC50,RL,60.0,10410,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,1313.0,1313.0,GasA,3,Y,SBrkr,1313,0,1064,2377,0.0,0.0,2,0,3,1,4,8,6,1,3,Detchd,1954.0,Unf,2.0,528.0,3,3,2,0,0,432,0,0,0,0,No,No,0,Jun,2009,WD ,Normal,142900
661,662,535382100,SC70,RL,60.0,7200,2,None,4,Lvl,4,Corner,3,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,3,3,0,1,0.0,1,0.0,560.0,560.0,GasA,5,Y,SBrkr,930,760,0,1690,0.0,0.0,2,0,4,1,4,5,8,0,0,Detchd,2008.0,Unf,2.0,624.0,3,3,2,0,0,112,0,0,0,0,No,No,0,Aug,2009,WD ,Normal,156500
662,663,535383060,SC30,RL,90.0,5400,2,None,4,Lvl,4,Inside,3,OldTown,Artery,Norm,1Fam,1Story,2,5,1940,1950,Gable,CompShg,Stucco,Stucco,None,0.0,2,3,PConc,2,3,0,1,0.0,1,0.0,416.0,416.0,GasA,4,N,FuseA,599,0,0,599,1.0,0.0,1,0,2,1,4,4,8,0,0,No,,No,0.0,0.0,0,0,0,0,81,0,0,0,0,0,No,No,0,Jun,2009,WD ,Normal,59000
663,664,535383070,SC50,RL,90.0,5400,2,None,4,Lvl,4,Corner,3,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,2,3,PConc,3,3,0,5,315.0,3,105.0,420.0,840.0,GasA,5,Y,SBrkr,840,534,0,1374,0.0,0.0,1,0,2,1,3,6,8,0,0,Detchd,1967.0,Fin,1.0,338.0,3,3,2,0,0,198,0,0,0,0,No,No,0,Oct,2009,WD ,Normal,105000
664,665,535383110,SC30,RL,60.0,10800,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,720.0,720.0,GasA,3,N,SBrkr,846,0,0,846,0.0,0.0,1,0,2,1,4,4,8,0,0,Detchd,1980.0,Fin,2.0,576.0,3,3,0,0,0,0,0,0,0,0,No,No,0,Jun,2009,WD ,Normal,106000
665,666,535383120,SC30,RL,60.0,10800,2,1,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,1Story,3,5,1890,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,630.0,630.0,GasA,3,Y,FuseA,725,0,0,725,0.0,0.0,1,1,1,1,3,4,8,0,0,Detchd,1959.0,Unf,1.0,320.0,3,3,2,0,30,0,0,0,0,0,No,No,0,Nov,2009,WD ,Normal,78500
666,667,535402010,SC90,RL,81.0,9671,2,None,4,Lvl,4,Corner,3,NAmes,Artery,Norm,Duplex,2Story,6,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,Stone,480.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1248.0,1248.0,GasA,3,Y,SBrkr,1248,1296,0,2544,0.0,0.0,2,2,6,2,3,12,8,0,0,Attchd,1969.0,RFn,3.0,907.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Aug,2009,WD ,Normal,190000
667,668,535402090,SC20,RL,83.0,10143,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,3,3,CBlock,3,3,0,3,384.0,1,0.0,996.0,1380.0,GasA,2,Y,SBrkr,1380,0,0,1380,0.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1963.0,Unf,1.0,364.0,3,3,2,0,0,0,0,216,0,0,GdWo,No,0,Jun,2009,WD ,Normal,154000
668,669,535402270,SC20,RL,77.0,11500,2,None,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,3,2,0,4,872.0,3,60.0,108.0,1040.0,GasA,4,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,3,6,7,1,1,Attchd,1967.0,RFn,2.0,480.0,3,3,2,0,0,156,0,0,0,0,MnPrv,No,0,May,2009,WD ,Normal,163000
669,670,535402330,SC90,RL,91.0,11643,2,None,4,Lvl,4,Inside,3,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368.0,3,3,CBlock,3,3,0,2,500.0,1,0.0,748.0,1248.0,GasA,3,Y,SBrkr,1338,1296,0,2634,1.0,1.0,2,2,6,2,3,12,8,0,0,Detchd,1969.0,Unf,4.0,968.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Aug,2009,WD ,Normal,200000
670,671,535403190,SC20,RL,62.0,8010,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,9,1958,2007,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,3,3,1,6,745.0,1,0.0,206.0,951.0,GasA,4,Y,SBrkr,951,0,0,951,1.0,0.0,1,0,2,1,4,6,8,0,0,Detchd,1985.0,Unf,2.0,480.0,3,3,2,0,0,42,0,0,0,0,No,Shed,450,Sep,2009,WD ,Normal,143500
671,672,535403210,SC20,RL,90.0,10454,2,None,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,3,3,CBlock,3,3,0,3,546.0,1,0.0,559.0,1105.0,GasA,4,Y,FuseA,1105,0,0,1105,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1957.0,Unf,1.0,308.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Apr,2009,WD ,Normal,135000
672,673,535403280,SC20,RL,64.0,8712,2,None,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,4,860.0,1,0.0,132.0,992.0,GasA,3,Y,SBrkr,1306,0,0,1306,1.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1968.0,Unf,1.0,756.0,3,3,2,0,0,0,0,0,0,0,No,No,0,May,2009,WD ,Normal,153000
673,674,535425070,SC20,RL,0.0,17600,2,None,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,3,3,CBlock,3,3,0,4,1270.0,1,0.0,208.0,1478.0,GasA,5,Y,FuseA,1478,0,0,1478,1.0,0.0,2,0,3,1,3,6,8,2,4,Attchd,1960.0,Unf,2.0,498.0,3,3,2,0,40,0,0,0,0,0,No,No,0,Dec,2009,WD ,Normal,157500
674,675,535426150,SC20,RL,80.0,9000,2,None,3,HLS,4,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82.0,3,3,CBlock,4,3,3,1,0.0,1,0.0,160.0,160.0,GasA,2,Y,SBrkr,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,8,1,4,Basment,1958.0,RFn,1.0,384.0,3,3,2,0,28,64,0,0,0,0,No,No,0,Apr,2009,WD ,Normal,113500
675,676,535450070,SC40,RL,60.0,12144,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3,3,0,3,375.0,1,0.0,457.0,832.0,GasA,4,Y,SBrkr,1036,0,232,1268,0.0,0.0,1,0,3,1,3,6,8,1,4,Attchd,1949.0,Unf,1.0,288.0,3,3,2,0,28,0,0,0,0,0,No,Othr,0,Sep,2009,WD ,Normal,133000
676,677,535450160,SC90,RL,60.0,8544,2,None,4,Lvl,4,Corner,3,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,2,N,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,8,0,0,Detchd,1987.0,Unf,2.0,400.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Jun,2009,WD ,Normal,92900
677,678,535450200,SC50,RL,60.0,8064,2,None,4,Lvl,4,Inside,3,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,2,3,621.0,1,0.0,174.0,795.0,GasA,4,N,SBrkr,765,368,0,1133,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1989.0,Unf,2.0,900.0,3,3,2,0,0,0,0,231,0,0,No,No,0,Dec,2009,COD,Abnorml,128500
678,679,535451170,SC90,RL,60.0,7200,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,2,N,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,8,0,0,Detchd,1956.0,Unf,2.0,420.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Jun,2009,WD ,Normal,90000
679,680,535451250,SC50,RL,60.0,7200,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,3,180.0,4,352.0,676.0,1208.0,GasA,4,Y,FuseA,1136,768,0,1904,1.0,0.0,1,1,3,1,3,7,7,0,0,Attchd,1950.0,Unf,1.0,240.0,3,3,2,0,0,168,0,0,0,0,GdPrv,No,0,May,2009,WD ,Normal,138000
680,681,535452090,SC20,RL,71.0,7350,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1041.0,1041.0,GasA,4,Y,SBrkr,1041,0,0,1041,0.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1958.0,RFn,1.0,294.0,3,3,2,0,0,0,0,0,0,0,GdWo,No,0,Mar,2009,WD ,Normal,128000
681,682,535452100,SC20,RL,70.0,7560,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,0,2,504.0,1,0.0,525.0,1029.0,GasA,3,Y,SBrkr,1339,0,0,1339,0.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1958.0,Unf,1.0,294.0,3,3,2,0,0,0,0,0,0,0,MnPrv,No,0,May,2009,COD,Abnorml,139000
682,683,535452140,SC20,RL,60.0,7200,2,None,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,4,0,5,630.0,4,102.0,0.0,732.0,GasA,3,Y,SBrkr,732,0,0,732,1.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1952.0,Unf,1.0,240.0,3,3,2,0,68,0,0,0,0,0,No,No,0,Sep,2009,WD ,Normal,118900
683,684,535453100,SC80,RL,80.0,8000,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,4,3,2,6,433.0,3,95.0,0.0,528.0,GasA,3,Y,SBrkr,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1959.0,RFn,1.0,288.0,3,3,2,0,0,0,0,0,0,0,GdWo,No,0,Jul,2009,WD ,Normal,138000
684,685,535453200,SC20,RL,70.0,7931,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,0,4,1148.0,1,0.0,0.0,1148.0,GasA,3,Y,SBrkr,1148,0,0,1148,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1959.0,Unf,1.0,672.0,3,3,2,0,0,0,0,0,0,0,GdPrv,No,0,Jul,2009,WD ,Normal,132500
685,686,535454100,SC50,RL,60.0,10800,2,None,4,Lvl,4,Inside,3,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,832.0,832.0,GasA,3,Y,FuseF,832,629,0,1461,0.0,0.0,2,0,4,1,3,6,8,0,0,Detchd,1949.0,Unf,1.0,384.0,3,3,2,0,204,0,0,0,0,0,No,No,0,Aug,2009,WD ,Normal,133500
686,687,535454160,SC50,RL,60.0,8064,2,None,4,Lvl,4,Corner,3,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,2,120.0,1,0.0,744.0,864.0,GasA,3,Y,SBrkr,1064,0,431,1495,0.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1994.0,Unf,2.0,576.0,3,3,2,180,36,0,0,0,0,0,No,No,0,Aug,2009,COD,Abnorml,135000
687,688,535475010,SC60,RL,76.0,7570,2,None,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,780.0,780.0,GasA,3,Y,SBrkr,993,813,0,1806,0.0,0.0,1,1,4,1,3,8,8,0,0,Attchd,1964.0,Unf,2.0,483.0,3,3,2,0,55,0,0,0,0,0,No,No,0,Mar,2009,WD ,Normal,144750
688,689,535476110,SC90,RL,75.0,8604,2,None,3,Lvl,4,Inside,3,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,3,4,CBlock,4,3,2,6,941.0,1,0.0,0.0,941.0,GasA,4,Y,SBrkr,941,0,0,941,1.0,0.0,1,0,2,1,4,4,8,0,0,Attchd,1978.0,Unf,2.0,564.0,3,3,2,0,40,0,0,0,0,0,No,No,0,Nov,2009,WD ,Normal,145000
689,690,535476240,SC20,RL,80.0,7936,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,4,826.0,1,0.0,219.0,1045.0,GasA,3,Y,SBrkr,1045,0,0,1045,1.0,0.0,1,0,3,1,3,6,8,1,2,Attchd,1963.0,RFn,1.0,264.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Apr,2009,WD ,Normal,127000
690,691,535477150,SC20,RL,60.0,6600,2,None,4,Lvl,4,Inside,3,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,894.0,894.0,GasA,4,N,SBrkr,894,0,0,894,0.0,0.0,1,0,2,1,3,5,8,0,0,Detchd,1962.0,Unf,1.0,308.0,3,3,2,0,0,0,0,0,0,0,No,No,0,Aug,2009,WD ,Normal,109500
691,692,902101010,SC50,RM,0.0,3950,2,1,4,Bnk,4,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,3,468.0,1,0.0,350.0,818.0,GasA,3,Y,SBrkr,818,406,0,1224,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1926.0,Unf,1.0,210.0,3,3,0,0,0,116,0,0,0,0,No,No,0,Dec,2009,WD ,Normal,115000
692,693,902102080,SC50,RM,60.0,10440,2,1,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,1,0.0,1,0.0,440.0,440.0,GasA,4,Y,SBrkr,682,548,0,1230,0.0,0.0,1,1,2,1,3,5,8,0,0,Detchd,1966.0,Unf,2.0,440.0,3,3,2,74,0,128,0,0,0,0,MnPrv,No,0,May,2009,WD ,Normal,110000
693,694,902103100,SC50,RM,68.0,4080,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0,1,0.0,1,0.0,901.0,901.0,GasA,4,Y,SBrkr,861,517,0,1378,0.0,0.0,1,0,3,1,4,6,8,0,0,Detchd,1920.0,Unf,1.0,162.0,2,2,1,54,0,40,0,0,0,0,No,No,0,Jun,2009,WD ,Normal,128900
694,695,902103120,SC90,RM,57.0,10307,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,Duplex,2Story,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,2,633.0,1,0.0,339.0,972.0,GasA,4,N,FuseA,972,972,0,1944,1.0,0.0,2,0,4,2,3,12,8,0,0,Detchd,1920.0,Unf,2.0,324.0,2,3,0,0,28,169,0,0,0,0,No,No,0,Jun,2009,WD ,Normal,103500
695,696,902103170,SC50,RM,52.0,5720,2,None,4,Lvl,4,Inside,3,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,676.0,676.0,GasA,5,Y,SBrkr,676,455,0,1131,0.0,0.0,1,1,3,1,3,5,8,0,0,Detchd,1941.0,Unf,1.0,200.0,3,3,2,26,0,0,0,0,0,0,No,No,0,Aug,2009,WD ,Abnorml,66500
696,697,902105050,SC50,RM,90.0,15660,2,None,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,0,1,0.0,1,0.0,240.0,240.0,GasA,3,Y,SBrkr,810,496,0,1306,0.0,0.0,1,1,3,1,4,6,8,0,0,Detchd,1959.0,Unf,2.0,472.0,2,3,0,0,0,0,0,0,0,0,MnPrv,No,0,Jul,2009,WD ,Normal,130000
697,698,902105060,SC70,RM,90.0,9900,2,None,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,0,1,0.0,1,0.0,504.0,504.0,GasA,5,Y,SBrkr,764,700,0,1464,0.0,0.0,2,0,3,1,3,7,8,0,0,No,,No,0.0,0.0,0,0,0,0,0,176,0,0,0,0,No,No,0,Mar,2009,WD ,Normal,129000
698,699,902106010,SC70,RM,57.0,6406,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,5,421.0,1,0.0,269.0,690.0,GasA,3,Y,FuseA,868,690,0,1558,0.0,0.0,1,1,3,1,3,7,8,1,4,Detchd,1939.0,Unf,2.0,400.0,3,3,2,0,36,0,0,182,0,0,MnPrv,No,0,Oct,2009,WD ,Normal,150000
699,700,902106060,SC70,RM,60.0,6600,2,None,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Stone,3,3,0,1,0.0,1,0.0,994.0,994.0,GasA,3,N,SBrkr,1378,994,0,2372,0.0,0.0,2,0,4,2,3,11,6,0,0,Attchd,1985.0,RFn,1.0,432.0,3,3,2,0,287,0,0,0,0,0,No,No,0,Dec,2009,WD ,Normal,107500
700,701,902109130,SC190,RM,63.0,7627,2,None,4,Lvl,4,Corner,3,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,3,BrkTil,2,1,0,1,0.0,1,0.0,600.0,600.0,GasA,4,N,SBrkr,1101,600,0,1701,0.0,0.0,2,0,4,2,2,8,8,0,0,No,,No,0.0,0.0,0,0,0,0,0,148,0,0,0,0,No,No,0,Oct,2009,WD ,Normal,94550
701,702,902109140,SC90,RM,60.0,7596,2,1,4,Lvl,4,Inside,3,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,960.0,960.0,GasA,4,Y,SBrkr,960,1000,0,1960,0.0,0.0,2,0,4,2,3,10,8,0,0,Detchd,1952.0,Unf,2.0,400.0,3,3,0,0,0,0,0,0,0,0,No,No,0,Jul,2009,COD,Normal,124500
702,703,902110080,SC60,RM,60.0,3378,2,1,4,HLS,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,0,1,0.0,1,0.0,651.0,651.0,GasA,4,Y,SBrkr,707,682,0,1389,0.0,0.0,1,1,3,1,3,6,8,2,4,Detchd,1947.0,Unf,1.0,240.0,3,3,1,0,0,126,0,0,0,0,No,No,0,Sep,2009,WD ,Normal,135000
703,704,902134120,SC50,RM,56.0,10134,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,0,1,0.0,1,0.0,801.0,801.0,GasA,4,N,SBrkr,801,646,0,1447,0.0,0.0,1,0,3,1,3,6,8,0,0,No,,No,0.0,0.0,0,0,0,80,0,244,0,0,0,0,No,No,0,Jul,2009,WD ,Normal,103000
